,comparison,rounded,ratio
839,Tao.MeasureTheory.Index-Schröter.MinkowskiSpace.index,14,14.201183431952662
840,Tao.MeasureTheory.Index-Gron.Relativity.index,10,9.531013615733738
841,Tao.MeasureTheory.Index-Zwiebach.StringTheory.index,10,10.195227765726681
842,Tao.MeasureTheory.Index-Griffiths.ElementaryParticles.index,8,8.166409861325116
843,Tao.MeasureTheory.Index-Sakurai.QuantumMechanics.index,11,11.206896551724139
844,rudinindex-Morris.MathematicalModelingPlants.index,8,7.899159663865547
845,Spivak.Calculus.Index-Morris.MathematicalModelingPlants.index,12,11.764705882352942
846,Tao.MeasureTheory.Index-Morris.MathematicalModelingPlants.index,6,6.050420168067227
847,soareindex-pedoeindex,8,8.19672131147541
848,soareindex-geometrywords,5,5.018587360594796
849,soareindex-cleangeometrywords,2,1.527614571092832
850,soareindex-disjunctiongeometrywords,2,1.5312131919905771
851,soareindex-hatcherindex,12,11.684782608695652
852,soareindex-munkresindex,10,10.169491525423728
853,soareindex-cederbergIndex,8,8.24915824915825
854,soareindex-berger.geometry1.index,6,5.808477237048666
855,soareindex-mccleary.geometryFromADifferentiablePointOfView.index,8,8.360128617363344
856,soareindex-casasalvero.analyticprojectivegeometry.index,8,7.7369439071566735
857,soareindex-reid.algebraicgeometry.index,14,14.43298969072165
858,soareindex-audin.geometry.index,8,7.536764705882353
859,soareindex-Scwartz.MostlySurfaces.index,10,10.357142857142858
860,soareindex-Snapper.MetricAffineGeometry.index,11,11.063829787234043
861,soareindex-Tarrida.AffineMaps.index,14,13.68421052631579
862,soareindex-Gruenberg.LinearGeometry.index,9,9.195402298850574
863,soareindex-Rees.Geometry.index,11,11.029411764705882
864,soareindex-Gallier.GeometricMethods.index,7,6.855791962174941
865,soareindex-Moise.Geometry.index,10,9.935205183585314
866,markerindex-pedoeindex,11,10.92896174863388
867,markerindex-geometrywords,7,6.691449814126394
868,markerindex-cleangeometrywords,2,2.1151586368977675
869,markerindex-disjunctiongeometrywords,2,2.1201413427561837
870,markerindex-hatcherindex,18,17.934782608695652
871,markerindex-munkresindex,13,13.135593220338983
872,markerindex-cederbergIndex,10,9.595959595959595
873,markerindex-berger.geometry1.index,8,7.849293563579278
874,markerindex-mccleary.geometryFromADifferentiablePointOfView.index,13,12.540192926045016
875,markerindex-casasalvero.analyticprojectivegeometry.index,11,11.02514506769826
876,markerindex-reid.algebraicgeometry.index,29,28.8659793814433
877,markerindex-audin.geometry.index,10,9.742647058823529
878,markerindex-Scwartz.MostlySurfaces.index,15,14.642857142857142
879,markerindex-Snapper.MetricAffineGeometry.index,14,14.46808510638298
880,markerindex-Tarrida.AffineMaps.index,16,16.31578947368421
881,markerindex-Gruenberg.LinearGeometry.index,15,14.942528735632184
882,markerindex-Rees.Geometry.index,13,13.235294117647058
883,markerindex-Gallier.GeometricMethods.index,9,9.21985815602837
884,markerindex-Moise.Geometry.index,12,11.663066954643629
885,awodeyindex-pedoeindex,17,16.57559198542805
886,awodeyindex-geometrywords,11,10.687732342007434
887,awodeyindex-cleangeometrywords,5,4.700352526439483
888,awodeyindex-disjunctiongeometrywords,5,4.7114252061248525
889,awodeyindex-hatcherindex,26,26.08695652173913
890,awodeyindex-munkresindex,20,20.480225988700564
891,awodeyindex-cederbergIndex,15,14.646464646464647
892,awodeyindex-berger.geometry1.index,11,10.518053375196232
893,awodeyindex-mccleary.geometryFromADifferentiablePointOfView.index,19,19.292604501607716
894,awodeyindex-casasalvero.analyticprojectivegeometry.index,17,17.02127659574468
895,awodeyindex-reid.algebraicgeometry.index,29,29.38144329896907
896,awodeyindex-audin.geometry.index,13,13.051470588235293
897,awodeyindex-Scwartz.MostlySurfaces.index,21,20.714285714285715
898,awodeyindex-Snapper.MetricAffineGeometry.index,23,22.5531914893617
899,awodeyindex-Tarrida.AffineMaps.index,19,19.473684210526315
900,awodeyindex-Gruenberg.LinearGeometry.index,24,24.42528735632184
901,awodeyindex-Rees.Geometry.index,20,19.852941176470587
902,awodeyindex-Gallier.GeometricMethods.index,14,14.42080378250591
903,awodeyindex-Moise.Geometry.index,18,18.3585313174946
904,Jech.SetTheory.Index-pedoeindex,21,21.493624772313296
905,Jech.SetTheory.Index-geometrywords,14,13.940520446096654
906,Jech.SetTheory.Index-cleangeometrywords,6,5.522914218566393
907,Jech.SetTheory.Index-disjunctiongeometrywords,6,5.535924617196702
908,Jech.SetTheory.Index-hatcherindex,25,25.27173913043478
909,Jech.SetTheory.Index-munkresindex,32,31.779661016949152
910,Jech.SetTheory.Index-cederbergIndex,21,21.043771043771045
911,Jech.SetTheory.Index-berger.geometry1.index,14,14.285714285714286
912,Jech.SetTheory.Index-mccleary.geometryFromADifferentiablePointOfView.index,22,22.186495176848876
913,Jech.SetTheory.Index-casasalvero.analyticprojectivegeometry.index,23,23.017408123791103
914,Jech.SetTheory.Index-reid.algebraicgeometry.index,37,36.597938144329895
915,Jech.SetTheory.Index-audin.geometry.index,18,18.198529411764707
916,Jech.SetTheory.Index-Scwartz.MostlySurfaces.index,29,28.571428571428573
917,Jech.SetTheory.Index-Snapper.MetricAffineGeometry.index,33,32.765957446808514
918,Jech.SetTheory.Index-Tarrida.AffineMaps.index,27,26.842105263157894
919,Jech.SetTheory.Index-Gruenberg.LinearGeometry.index,29,29.310344827586206
920,Jech.SetTheory.Index-Rees.Geometry.index,27,27.205882352941178
921,Jech.SetTheory.Index-Gallier.GeometricMethods.index,19,18.79432624113475
922,Jech.SetTheory.Index-Moise.Geometry.index,27,26.781857451403887
923,TarskiGivant.SetTheory.Index-pedoeindex,18,17.66848816029144
924,TarskiGivant.SetTheory.Index-geometrywords,11,10.594795539033457
925,TarskiGivant.SetTheory.Index-cleangeometrywords,3,3.290246768507638
926,TarskiGivant.SetTheory.Index-disjunctiongeometrywords,3,3.297997644287397
927,TarskiGivant.SetTheory.Index-hatcherindex,17,16.847826086956523
928,TarskiGivant.SetTheory.Index-munkresindex,21,20.62146892655367
929,TarskiGivant.SetTheory.Index-cederbergIndex,17,17.003367003367003
930,TarskiGivant.SetTheory.Index-berger.geometry1.index,10,10.204081632653061
931,TarskiGivant.SetTheory.Index-mccleary.geometryFromADifferentiablePointOfView.index,17,17.041800643086816
932,TarskiGivant.SetTheory.Index-casasalvero.analyticprojectivegeometry.index,18,17.60154738878143
933,TarskiGivant.SetTheory.Index-reid.algebraicgeometry.index,24,23.711340206185568
934,TarskiGivant.SetTheory.Index-audin.geometry.index,14,14.154411764705882
935,TarskiGivant.SetTheory.Index-Scwartz.MostlySurfaces.index,16,16.428571428571427
936,TarskiGivant.SetTheory.Index-Snapper.MetricAffineGeometry.index,22,22.127659574468087
937,TarskiGivant.SetTheory.Index-Tarrida.AffineMaps.index,24,23.68421052631579
938,TarskiGivant.SetTheory.Index-Gruenberg.LinearGeometry.index,26,25.57471264367816
939,TarskiGivant.SetTheory.Index-Rees.Geometry.index,16,16.176470588235293
940,TarskiGivant.SetTheory.Index-Gallier.GeometricMethods.index,14,14.066193853427896
941,TarskiGivant.SetTheory.Index-Moise.Geometry.index,22,22.24622030237581
942,Awodey.CategoryTheory.Index-pedoeindex,17,16.57559198542805
943,Awodey.CategoryTheory.Index-geometrywords,11,10.687732342007434
944,Awodey.CategoryTheory.Index-cleangeometrywords,5,4.700352526439483
945,Awodey.CategoryTheory.Index-disjunctiongeometrywords,5,4.7114252061248525
946,Awodey.CategoryTheory.Index-hatcherindex,26,26.08695652173913
947,Awodey.CategoryTheory.Index-munkresindex,20,20.480225988700564
948,Awodey.CategoryTheory.Index-cederbergIndex,15,14.646464646464647
949,Awodey.CategoryTheory.Index-berger.geometry1.index,11,10.518053375196232
950,Awodey.CategoryTheory.Index-mccleary.geometryFromADifferentiablePointOfView.index,19,19.292604501607716
951,Awodey.CategoryTheory.Index-casasalvero.analyticprojectivegeometry.index,17,17.02127659574468
952,Awodey.CategoryTheory.Index-reid.algebraicgeometry.index,29,29.38144329896907
953,Awodey.CategoryTheory.Index-audin.geometry.index,13,13.051470588235293
954,Awodey.CategoryTheory.Index-Scwartz.MostlySurfaces.index,21,20.714285714285715
955,Awodey.CategoryTheory.Index-Snapper.MetricAffineGeometry.index,23,22.5531914893617
956,Awodey.CategoryTheory.Index-Tarrida.AffineMaps.index,19,19.473684210526315
957,Awodey.CategoryTheory.Index-Gruenberg.LinearGeometry.index,24,24.42528735632184
958,Awodey.CategoryTheory.Index-Rees.Geometry.index,20,19.852941176470587
959,Awodey.CategoryTheory.Index-Gallier.GeometricMethods.index,14,14.42080378250591
960,Awodey.CategoryTheory.Index-Moise.Geometry.index,18,18.3585313174946
961,soareindex-langindex,10,9.873417721518987
962,soareindex-birkhoffindex,9,8.716323296354991
963,soareindex-strangindex,8,7.790143084260731
964,soareindex-Burris.UniversalAlgebra.Index,14,14.246575342465754
965,soareindex-Artin.GeometricAlgebra.Index,11,11.458333333333334
966,markerindex-langindex,17,17.21518987341772
967,markerindex-birkhoffindex,14,13.629160063391442
968,markerindex-strangindex,9,9.220985691573928
969,markerindex-Burris.UniversalAlgebra.Index,24,23.835616438356166
970,markerindex-Artin.GeometricAlgebra.Index,19,18.75
971,awodeyindex-langindex,24,23.544303797468356
972,awodeyindex-birkhoffindex,17,17.11568938193344
973,awodeyindex-strangindex,14,14.467408585055644
974,awodeyindex-Burris.UniversalAlgebra.Index,36,35.61643835616438
975,awodeyindex-Artin.GeometricAlgebra.Index,20,19.791666666666668
976,Jech.SetTheory.Index-langindex,33,32.65822784810127
977,Jech.SetTheory.Index-birkhoffindex,25,25.198098256735342
978,Jech.SetTheory.Index-strangindex,19,19.236883942766294
979,Jech.SetTheory.Index-Burris.UniversalAlgebra.Index,45,45.47945205479452
980,Jech.SetTheory.Index-Artin.GeometricAlgebra.Index,33,33.333333333333336
981,TarskiGivant.SetTheory.Index-langindex,26,25.82278481012658
982,TarskiGivant.SetTheory.Index-birkhoffindex,21,20.760697305863708
983,TarskiGivant.SetTheory.Index-strangindex,14,14.308426073131956
984,TarskiGivant.SetTheory.Index-Burris.UniversalAlgebra.Index,38,38.082191780821915
985,TarskiGivant.SetTheory.Index-Artin.GeometricAlgebra.Index,24,23.958333333333332
986,Awodey.CategoryTheory.Index-langindex,24,23.544303797468356
987,Awodey.CategoryTheory.Index-birkhoffindex,17,17.11568938193344
988,Awodey.CategoryTheory.Index-strangindex,14,14.467408585055644
989,Awodey.CategoryTheory.Index-Burris.UniversalAlgebra.Index,36,35.61643835616438
990,Awodey.CategoryTheory.Index-Artin.GeometricAlgebra.Index,20,19.791666666666668
991,soareindex-rudinindex,12,11.52073732718894
992,soareindex-Spivak.Calculus.Index,9,8.832807570977918
993,soareindex-Tao.MeasureTheory.Index,14,14.334470989761092
994,markerindex-rudinindex,16,15.668202764976959
995,markerindex-Spivak.Calculus.Index,10,10.094637223974763
996,markerindex-Tao.MeasureTheory.Index,15,15.358361774744028
997,awodeyindex-rudinindex,21,20.967741935483872
998,awodeyindex-Spivak.Calculus.Index,16,16.40378548895899
999,awodeyindex-Tao.MeasureTheory.Index,20,19.795221843003414
1000,Jech.SetTheory.Index-rudinindex,35,35.483870967741936
1001,Jech.SetTheory.Index-Spivak.Calculus.Index,25,25.394321766561514
1002,Jech.SetTheory.Index-Tao.MeasureTheory.Index,39,38.56655290102389
1003,TarskiGivant.SetTheory.Index-rudinindex,21,21.19815668202765
1004,TarskiGivant.SetTheory.Index-Spivak.Calculus.Index,18,17.981072555205046
1005,TarskiGivant.SetTheory.Index-Tao.MeasureTheory.Index,24,23.549488054607508
1006,Awodey.CategoryTheory.Index-rudinindex,21,20.967741935483872
1007,Awodey.CategoryTheory.Index-Spivak.Calculus.Index,16,16.40378548895899
1008,Awodey.CategoryTheory.Index-Tao.MeasureTheory.Index,20,19.795221843003414
1009,soareindex-maninindex,10,9.928057553956835
1010,markerindex-maninindex,15,14.964028776978417
1011,awodeyindex-maninindex,17,17.26618705035971
1012,Jech.SetTheory.Index-maninindex,24,24.028776978417266
1013,TarskiGivant.SetTheory.Index-maninindex,17,17.41007194244604
1014,Awodey.CategoryTheory.Index-maninindex,17,17.26618705035971
1015,soareindex-koralovindex,12,11.728395061728396
1016,soareindex-Probability.Index,11,10.685805422647528
1017,soareindex-Rolf.FiniteMathematics.Index,10,9.803921568627452
1018,soareindex-Dougherty.CombinatoricsAndFiniteGeometry.index,13,12.719298245614034
1019,soareindex-Melczer.Combinatorics.index,1,0.591715976331361
1020,markerindex-koralovindex,15,14.506172839506172
1021,markerindex-Probability.Index,13,12.599681020733652
1022,markerindex-Rolf.FiniteMathematics.Index,11,10.53921568627451
1023,markerindex-Dougherty.CombinatoricsAndFiniteGeometry.index,14,14.035087719298245
1024,markerindex-Melczer.Combinatorics.index,1,1.331360946745562
1025,awodeyindex-koralovindex,18,17.59259259259259
1026,awodeyindex-Probability.Index,15,14.67304625199362
1027,awodeyindex-Rolf.FiniteMathematics.Index,17,16.666666666666668
1028,awodeyindex-Dougherty.CombinatoricsAndFiniteGeometry.index,22,21.92982456140351
1029,awodeyindex-Melczer.Combinatorics.index,1,0.7396449704142012
1030,Jech.SetTheory.Index-koralovindex,33,33.02469135802469
1031,Jech.SetTheory.Index-Probability.Index,27,27.272727272727273
1032,Jech.SetTheory.Index-Rolf.FiniteMathematics.Index,27,26.96078431372549
1033,Jech.SetTheory.Index-Dougherty.CombinatoricsAndFiniteGeometry.index,32,32.01754385964912
1034,Jech.SetTheory.Index-Melczer.Combinatorics.index,1,1.0355029585798816
1035,TarskiGivant.SetTheory.Index-koralovindex,19,18.51851851851852
1036,TarskiGivant.SetTheory.Index-Probability.Index,18,18.181818181818183
1037,TarskiGivant.SetTheory.Index-Rolf.FiniteMathematics.Index,23,22.54901960784314
1038,TarskiGivant.SetTheory.Index-Dougherty.CombinatoricsAndFiniteGeometry.index,23,22.80701754385965
1039,TarskiGivant.SetTheory.Index-Melczer.Combinatorics.index,0,0.4437869822485207
1040,Awodey.CategoryTheory.Index-koralovindex,18,17.59259259259259
1041,Awodey.CategoryTheory.Index-Probability.Index,15,14.67304625199362
1042,Awodey.CategoryTheory.Index-Rolf.FiniteMathematics.Index,17,16.666666666666668
1043,Awodey.CategoryTheory.Index-Dougherty.CombinatoricsAndFiniteGeometry.index,22,21.92982456140351
1044,Awodey.CategoryTheory.Index-Melczer.Combinatorics.index,1,0.7396449704142012
1045,soareindex-günther.relativity.index,5,4.62962962962963
1046,soareindex-Schröter.MinkowskiSpace.index,12,11.834319526627219
1047,soareindex-Gron.Relativity.index,6,5.900151285930408
1048,soareindex-Zwiebach.StringTheory.index,9,8.893709327548807
1049,soareindex-Griffiths.ElementaryParticles.index,5,5.084745762711864
1050,soareindex-Sakurai.QuantumMechanics.index,8,7.543103448275862
1051,markerindex-günther.relativity.index,6,5.555555555555555
1052,markerindex-Schröter.MinkowskiSpace.index,12,12.42603550295858
1053,markerindex-Gron.Relativity.index,7,7.110438729198185
1054,markerindex-Zwiebach.StringTheory.index,10,9.97830802603037
1055,markerindex-Griffiths.ElementaryParticles.index,6,5.855161787365177
1056,markerindex-Sakurai.QuantumMechanics.index,8,8.189655172413794
1057,awodeyindex-günther.relativity.index,9,8.597883597883598
1058,awodeyindex-Schröter.MinkowskiSpace.index,22,21.893491124260354
1059,awodeyindex-Gron.Relativity.index,9,8.925869894099849
1060,awodeyindex-Zwiebach.StringTheory.index,14,13.882863340563992
1061,awodeyindex-Griffiths.ElementaryParticles.index,8,8.320493066255779
1062,awodeyindex-Sakurai.QuantumMechanics.index,14,13.577586206896552
1063,Jech.SetTheory.Index-günther.relativity.index,12,11.904761904761905
1064,Jech.SetTheory.Index-Schröter.MinkowskiSpace.index,30,29.585798816568047
1065,Jech.SetTheory.Index-Gron.Relativity.index,14,13.767019667170953
1066,Jech.SetTheory.Index-Zwiebach.StringTheory.index,20,19.95661605206074
1067,Jech.SetTheory.Index-Griffiths.ElementaryParticles.index,13,12.942989214175656
1068,Jech.SetTheory.Index-Sakurai.QuantumMechanics.index,20,20.25862068965517
1069,TarskiGivant.SetTheory.Index-günther.relativity.index,10,10.44973544973545
1070,TarskiGivant.SetTheory.Index-Schröter.MinkowskiSpace.index,22,21.893491124260354
1071,TarskiGivant.SetTheory.Index-Gron.Relativity.index,10,10.136157337367624
1072,TarskiGivant.SetTheory.Index-Zwiebach.StringTheory.index,15,14.967462039045554
1073,TarskiGivant.SetTheory.Index-Griffiths.ElementaryParticles.index,11,10.631741140215716
1074,TarskiGivant.SetTheory.Index-Sakurai.QuantumMechanics.index,15,15.086206896551724
1075,Awodey.CategoryTheory.Index-günther.relativity.index,9,8.597883597883598
1076,Awodey.CategoryTheory.Index-Schröter.MinkowskiSpace.index,22,21.893491124260354
1077,Awodey.CategoryTheory.Index-Gron.Relativity.index,9,8.925869894099849
1078,Awodey.CategoryTheory.Index-Zwiebach.StringTheory.index,14,13.882863340563992
1079,Awodey.CategoryTheory.Index-Griffiths.ElementaryParticles.index,8,8.320493066255779
1080,Awodey.CategoryTheory.Index-Sakurai.QuantumMechanics.index,14,13.577586206896552
1081,soareindex-Morris.MathematicalModelingPlants.index,5,4.873949579831932
1082,markerindex-Morris.MathematicalModelingPlants.index,6,5.714285714285714
1083,awodeyindex-Morris.MathematicalModelingPlants.index,9,8.907563025210084
1084,Jech.SetTheory.Index-Morris.MathematicalModelingPlants.index,12,11.932773109243698
1085,TarskiGivant.SetTheory.Index-Morris.MathematicalModelingPlants.index,10,10.084033613445378
1086,Awodey.CategoryTheory.Index-Morris.MathematicalModelingPlants.index,9,8.907563025210084
1087,maninindex-pedoeindex,26,25.86520947176685
1088,maninindex-geometrywords,17,17.007434944237918
1089,maninindex-cleangeometrywords,6,6.345475910693302
1090,maninindex-disjunctiongeometrywords,6,6.478209658421672
1091,maninindex-hatcherindex,34,34.23913043478261
1092,maninindex-munkresindex,24,24.293785310734464
1093,maninindex-cederbergIndex,19,18.68686868686869
1094,maninindex-berger.geometry1.index,19,18.838304552590266
1095,maninindex-mccleary.geometryFromADifferentiablePointOfView.index,33,32.79742765273312
1096,maninindex-casasalvero.analyticprojectivegeometry.index,26,25.53191489361702
1097,maninindex-reid.algebraicgeometry.index,49,49.48453608247423
1098,maninindex-audin.geometry.index,24,24.264705882352942
1099,maninindex-Scwartz.MostlySurfaces.index,36,35.714285714285715
1100,maninindex-Snapper.MetricAffineGeometry.index,37,36.59574468085106
1101,maninindex-Tarrida.AffineMaps.index,36,36.31578947368421
1102,maninindex-Gruenberg.LinearGeometry.index,37,37.06896551724138
1103,maninindex-Rees.Geometry.index,33,33.088235294117645
1104,maninindex-Gallier.GeometricMethods.index,25,24.58628841607565
1105,maninindex-Moise.Geometry.index,27,26.565874730021598
1106,maninindex-langindex,43,43.29113924050633
1107,maninindex-birkhoffindex,29,28.526148969889064
1108,maninindex-strangindex,24,24.483306836248012
1109,maninindex-Burris.UniversalAlgebra.Index,33,32.602739726027394
1110,maninindex-Artin.GeometricAlgebra.Index,43,42.708333333333336
1111,maninindex-rudinindex,36,35.714285714285715
1112,maninindex-Spivak.Calculus.Index,28,27.7602523659306
1113,maninindex-Tao.MeasureTheory.Index,28,27.986348122866893
1114,maninindex-soareindex,27,26.848249027237355
1115,maninindex-markerindex,28,28.18428184281843
1116,maninindex-awodeyindex,29,29.339853300733495
1117,maninindex-Jech.SetTheory.Index,21,20.591861898890258
1118,maninindex-TarskiGivant.SetTheory.Index,24,23.725490196078432
1119,maninindex-Awodey.CategoryTheory.Index,30,29.702970297029704
1120,maninindex-koralovindex,30,29.938271604938272
1121,maninindex-Probability.Index,25,24.880382775119617
1122,maninindex-Rolf.FiniteMathematics.Index,24,23.774509803921568
1123,maninindex-Dougherty.CombinatoricsAndFiniteGeometry.index,35,35.08771929824562
1124,maninindex-Melczer.Combinatorics.index,3,2.514792899408284
1125,maninindex-günther.relativity.index,15,14.55026455026455
1126,maninindex-Schröter.MinkowskiSpace.index,28,28.402366863905325
1127,maninindex-Gron.Relativity.index,16,16.338880484114977
1128,maninindex-Zwiebach.StringTheory.index,22,21.691973969631235
1129,maninindex-Griffiths.ElementaryParticles.index,14,14.021571648690292
1130,maninindex-Sakurai.QuantumMechanics.index,21,20.689655172413794
1131,maninindex-Morris.MathematicalModelingPlants.index,12,11.764705882352942
1132,koralovindex-pedoeindex,12,12.2040072859745
1133,koralovindex-geometrywords,8,8.45724907063197
1134,koralovindex-cleangeometrywords,3,2.8202115158636896
1135,koralovindex-disjunctiongeometrywords,3,2.8268551236749118
1136,koralovindex-hatcherindex,15,15.217391304347826
1137,koralovindex-munkresindex,14,13.700564971751412
1138,koralovindex-cederbergIndex,12,12.121212121212121
1139,koralovindex-berger.geometry1.index,9,9.419152276295133
1140,koralovindex-mccleary.geometryFromADifferentiablePointOfView.index,17,17.363344051446944
1141,koralovindex-casasalvero.analyticprojectivegeometry.index,14,14.313346228239846
1142,koralovindex-reid.algebraicgeometry.index,20,19.587628865979383
1143,koralovindex-audin.geometry.index,14,13.602941176470589
1144,koralovindex-Scwartz.MostlySurfaces.index,17,16.785714285714285
1145,koralovindex-Snapper.MetricAffineGeometry.index,20,19.574468085106382
1146,koralovindex-Tarrida.AffineMaps.index,23,22.63157894736842
1147,koralovindex-Gruenberg.LinearGeometry.index,18,17.816091954022987
1148,koralovindex-Rees.Geometry.index,16,16.176470588235293
1149,koralovindex-Gallier.GeometricMethods.index,13,12.884160756501181
1150,koralovindex-Moise.Geometry.index,13,12.742980561555076
1151,Probability.Index-pedoeindex,21,20.76502732240437
1152,Probability.Index-geometrywords,14,14.312267657992566
1153,Probability.Index-cleangeometrywords,5,5.405405405405405
1154,Probability.Index-disjunctiongeometrywords,6,5.535924617196702
1155,Probability.Index-hatcherindex,22,22.01086956521739
1156,Probability.Index-munkresindex,23,23.163841807909606
1157,Probability.Index-cederbergIndex,20,20.2020202020202
1158,Probability.Index-berger.geometry1.index,16,15.777080062794349
1159,Probability.Index-mccleary.geometryFromADifferentiablePointOfView.index,25,25.40192926045016
1160,Probability.Index-casasalvero.analyticprojectivegeometry.index,22,22.243713733075435
1161,Probability.Index-reid.algebraicgeometry.index,31,30.927835051546392
1162,Probability.Index-audin.geometry.index,21,21.323529411764707
1163,Probability.Index-Scwartz.MostlySurfaces.index,25,25.357142857142858
1164,Probability.Index-Snapper.MetricAffineGeometry.index,29,28.51063829787234
1165,Probability.Index-Tarrida.AffineMaps.index,32,31.57894736842105
1166,Probability.Index-Gruenberg.LinearGeometry.index,28,28.448275862068964
1167,Probability.Index-Rees.Geometry.index,26,26.470588235294116
1168,Probability.Index-Gallier.GeometricMethods.index,22,21.513002364066192
1169,Probability.Index-Moise.Geometry.index,25,25.053995680345572
1170,Rolf.FiniteMathematics.Index-pedoeindex,17,16.75774134790528
1171,Rolf.FiniteMathematics.Index-geometrywords,12,11.895910780669144
1172,Rolf.FiniteMathematics.Index-cleangeometrywords,6,5.7579318448883665
1173,Rolf.FiniteMathematics.Index-disjunctiongeometrywords,6,5.889281507656066
1174,Rolf.FiniteMathematics.Index-hatcherindex,14,14.130434782608695
1175,Rolf.FiniteMathematics.Index-munkresindex,15,14.689265536723164
1176,Rolf.FiniteMathematics.Index-cederbergIndex,17,17.003367003367003
1177,Rolf.FiniteMathematics.Index-berger.geometry1.index,10,9.89010989010989
1178,Rolf.FiniteMathematics.Index-mccleary.geometryFromADifferentiablePointOfView.index,16,16.39871382636656
1179,Rolf.FiniteMathematics.Index-casasalvero.analyticprojectivegeometry.index,16,16.247582205029012
1180,Rolf.FiniteMathematics.Index-reid.algebraicgeometry.index,24,24.22680412371134
1181,Rolf.FiniteMathematics.Index-audin.geometry.index,14,13.786764705882353
1182,Rolf.FiniteMathematics.Index-Scwartz.MostlySurfaces.index,18,17.5
1183,Rolf.FiniteMathematics.Index-Snapper.MetricAffineGeometry.index,20,19.574468085106382
1184,Rolf.FiniteMathematics.Index-Tarrida.AffineMaps.index,19,19.473684210526315
1185,Rolf.FiniteMathematics.Index-Gruenberg.LinearGeometry.index,22,22.126436781609197
1186,Rolf.FiniteMathematics.Index-Rees.Geometry.index,18,18.38235294117647
1187,Rolf.FiniteMathematics.Index-Gallier.GeometricMethods.index,15,15.24822695035461
1188,Rolf.FiniteMathematics.Index-Moise.Geometry.index,21,20.734341252699785
1189,Dougherty.CombinatoricsAndFiniteGeometry.index-pedoeindex,12,11.839708561020036
1190,Dougherty.CombinatoricsAndFiniteGeometry.index-geometrywords,8,7.899628252788104
1191,Dougherty.CombinatoricsAndFiniteGeometry.index-cleangeometrywords,5,4.9353701527614575
1192,Dougherty.CombinatoricsAndFiniteGeometry.index-disjunctiongeometrywords,5,4.946996466431095
1193,Dougherty.CombinatoricsAndFiniteGeometry.index-hatcherindex,14,13.858695652173912
1194,Dougherty.CombinatoricsAndFiniteGeometry.index-munkresindex,11,11.158192090395481
1195,Dougherty.CombinatoricsAndFiniteGeometry.index-cederbergIndex,11,10.606060606060606
1196,Dougherty.CombinatoricsAndFiniteGeometry.index-berger.geometry1.index,7,7.142857142857143
1197,Dougherty.CombinatoricsAndFiniteGeometry.index-mccleary.geometryFromADifferentiablePointOfView.index,14,13.82636655948553
1198,Dougherty.CombinatoricsAndFiniteGeometry.index-casasalvero.analyticprojectivegeometry.index,11,11.02514506769826
1199,Dougherty.CombinatoricsAndFiniteGeometry.index-reid.algebraicgeometry.index,21,20.61855670103093
1200,Dougherty.CombinatoricsAndFiniteGeometry.index-audin.geometry.index,8,8.455882352941176
1201,Dougherty.CombinatoricsAndFiniteGeometry.index-Scwartz.MostlySurfaces.index,16,15.714285714285714
1202,Dougherty.CombinatoricsAndFiniteGeometry.index-Snapper.MetricAffineGeometry.index,17,17.4468085106383
1203,Dougherty.CombinatoricsAndFiniteGeometry.index-Tarrida.AffineMaps.index,19,18.94736842105263
1204,Dougherty.CombinatoricsAndFiniteGeometry.index-Gruenberg.LinearGeometry.index,17,16.95402298850575
1205,Dougherty.CombinatoricsAndFiniteGeometry.index-Rees.Geometry.index,21,21.323529411764707
1206,Dougherty.CombinatoricsAndFiniteGeometry.index-Gallier.GeometricMethods.index,10,10.28368794326241
1207,Dougherty.CombinatoricsAndFiniteGeometry.index-Moise.Geometry.index,14,14.47084233261339
1208,Melczer.Combinatorics.index-pedoeindex,1,1.4571948998178506
1209,Melczer.Combinatorics.index-geometrywords,1,1.0223048327137547
1210,Melczer.Combinatorics.index-cleangeometrywords,0,0.4700352526439483
1211,Melczer.Combinatorics.index-disjunctiongeometrywords,0,0.4711425206124853
1212,Melczer.Combinatorics.index-hatcherindex,2,2.4456521739130435
1213,Melczer.Combinatorics.index-munkresindex,2,1.5536723163841808
1214,Melczer.Combinatorics.index-cederbergIndex,2,1.5151515151515151
1215,Melczer.Combinatorics.index-berger.geometry1.index,2,1.5698587127158556
1216,Melczer.Combinatorics.index-mccleary.geometryFromADifferentiablePointOfView.index,1,1.2861736334405145
1217,Melczer.Combinatorics.index-casasalvero.analyticprojectivegeometry.index,1,0.5802707930367504
1218,Melczer.Combinatorics.index-reid.algebraicgeometry.index,2,1.5463917525773196
1219,Melczer.Combinatorics.index-audin.geometry.index,2,1.838235294117647
1220,Melczer.Combinatorics.index-Scwartz.MostlySurfaces.index,2,1.7857142857142858
1221,Melczer.Combinatorics.index-Snapper.MetricAffineGeometry.index,1,1.2765957446808511
1222,Melczer.Combinatorics.index-Tarrida.AffineMaps.index,2,2.1052631578947367
1223,Melczer.Combinatorics.index-Gruenberg.LinearGeometry.index,1,0.8620689655172413
1224,Melczer.Combinatorics.index-Rees.Geometry.index,1,1.4705882352941178
1225,Melczer.Combinatorics.index-Gallier.GeometricMethods.index,2,1.6548463356973995
1226,Melczer.Combinatorics.index-Moise.Geometry.index,3,2.8077753779697625
1227,koralovindex-langindex,15,15.189873417721518
